query_name,index_type,index_description,index_statement,execution_time,cpu_start,cpu_end,cpu_change,memory_start,memory_end,memory_change,result_count,select,insert,update,delete,create,drop,alter,join,where,group by,order by,having,limit,between,in,like,error,base_query
customer_order_trends_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),1.345428466796875,0.0,0.0,0.0,84.2421875,197.23046875,112.98828125,276934,1,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,,customer_order_trends
customer_segmentation_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.4306964874267578,0.0,0.0,0.0,89.60546875,91.59765625,1.9921875,10000,1,0,0,0,0,0,0,1,0,1,2,1,0,1,6,0,,customer_segmentation
customer_spending_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.1771383285522461,0.0,0.0,0.0,90.453125,90.453125,0.0,10000,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,,customer_spending
daily_order_lookup_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.0044326782226562,0.0,0.0,0.0,93.4375,93.4375,0.0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,4,0,,daily_order_lookup
delivery_status_metrics_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.0969455242156982,0.0,0.0,0.0,98.90234375,98.90234375,0.0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,,delivery_status_metrics
email_domain_search,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.002756118774414,0.0,0.0,0.0,110.5703125,110.5703125,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,email_domain_search
exact_email_match,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.0020632743835449,0.0,0.0,0.0,93.4375,93.4375,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,exact_email_match
exact_order_lookup_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.0039384365081787,0.0,0.0,0.0,93.421875,93.421875,0.0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,,exact_order_lookup
exact_order_status_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.1730091571807861,0.0,0.0,0.0,98.15234375,122.73046875,24.578125,118505,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,exact_order_status
exact_product_match_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.0017132759094238,0.0,0.0,0.0,98.88671875,98.88671875,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,exact_product_match
full_text_search_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.039604902267456,0.0,0.0,0.0,109.5703125,109.5703125,0.0,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,full_text_search
fuzzy_product_search,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.0023765563964843,0.0,0.0,0.0,109.5703125,109.5703125,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,fuzzy_product_search
join_exact_match_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.0041985511779785,0.0,0.0,0.0,98.88671875,98.88671875,0.0,5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,,join_exact_match
monthly_order_status_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.1080420017242431,0.0,0.0,0.0,98.90234375,98.90234375,0.0,432,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,monthly_order_status
multi_column_category_price_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.0019378662109375,0.0,0.0,0.0,90.45703125,90.45703125,0.0,6,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,,multi_column_category_price
multi_table_query_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.0021052360534667,0.0,0.0,0.0,110.5703125,110.5703125,0.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,multi_table_query
multiple_status_or_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.3396787643432617,0.0,0.0,0.0,104.33984375,164.34375,60.00390625,237361,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,multiple_status_or
numeric_id_query_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.0013024806976318,0.0,0.0,0.0,110.5703125,110.5703125,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,numeric_id_query
order_details_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.0064618587493896,0.0,0.0,0.0,98.88671875,98.88671875,0.0,5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,,order_details
order_history,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.1402533054351806,0.0,0.0,0.0,90.45703125,97.92578125,7.46875,34379,1,0,0,0,0,0,0,2,1,1,1,0,0,1,2,0,,order_history
order_status_analysis_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.0181658267974853,0.0,0.0,0.0,104.98828125,104.98828125,0.0,3,1,0,0,0,0,0,0,0,1,1,1,0,0,1,3,0,,order_status_analysis
order_status_by_month_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.1248848438262939,0.0,0.0,0.0,104.98828125,104.98828125,0.0,324,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,,order_status_by_month
order_status_query,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.1459665298461914,0.0,0.0,0.0,104.98828125,125.78125,20.79296875,118757,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,order_status_query
order_status_summary_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.0463929176330566,0.0,0.0,0.0,110.09375,110.09375,0.0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,order_status_summary
phone_area_code_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.0024645328521728,0.0,0.0,0.0,110.5703125,110.5703125,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,phone_area_code
prefix_email_match_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.0027468204498291,0.0,0.0,0.0,92.34375,92.34375,0.0,123,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,prefix_email_match
price_range_products,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.0031294822692871,0.0,0.0,0.0,92.34375,92.34765625,0.00390625,785,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,,price_range_products
product_description_search_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.0084280967712402,0.0,0.0,0.0,109.5703125,109.5703125,0.0,46,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,,product_description_search
product_details_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.0036017894744873,0.0,0.0,0.0,98.88671875,98.88671875,0.0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,3,0,,product_details
product_info_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.0016481876373291,0.0,0.0,0.0,98.88671875,98.88671875,0.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,product_info
product_model_search_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.0023627281188964,0.0,0.0,0.0,110.5703125,110.5703125,0.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,,product_model_search
product_name_suffix_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.0016877651214599,0.0,0.0,0.0,110.5703125,110.5703125,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,product_name_suffix
product_performance_analysis_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),2.576515913009644,0.0,0.0,0.0,110.546875,110.546875,0.0,2000,1,0,0,0,0,0,0,3,0,1,3,0,0,0,9,0,,product_performance_analysis
product_performance_pivot_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),2.17362380027771,0.0,0.0,0.0,93.0625,93.0625,0.0,2000,1,0,0,0,0,0,0,3,0,1,1,0,0,0,3,0,,product_performance_pivot
product_price_changes_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),1.6855802536010742,0.0,0.0,0.0,93.0625,93.0625,0.0,0,1,0,0,0,0,0,0,2,0,1,1,1,0,0,6,0,,product_price_changes
product_sales_ranking,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.2278201580047607,0.0,0.0,0.0,93.0625,93.07421875,0.01171875,2000,1,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,,product_sales_ranking
product_search,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.0053563117980957,0.0,0.0,0.0,109.5703125,109.5703125,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,product_search
product_stock_analysis_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.0032320022583007,0.0,0.0,0.0,110.546875,110.546875,0.0,77,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,,product_stock_analysis
range_id_query_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.0021445751190185,0.0,0.0,0.0,110.5703125,110.5703125,0.0,101,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,range_id_query
range_product_price_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.0024263858795166,0.0,0.0,0.0,93.078125,93.078125,0.0,208,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,range_product_price
range_sort_order_date_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.0219042301177978,0.0,0.0,0.0,93.4296875,93.4296875,0.0,8775,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,range_sort_order_date
similar_category_products_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.1350982189178466,0.0,0.0,0.0,109.53515625,109.53515625,0.0,47,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,,similar_category_products
similar_products_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),4.719998598098755,0.0,0.0,0.0,109.84375,109.96875,0.125,3848,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,similar_products
specific_product_orders_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.0432565212249755,0.0,0.0,0.0,98.8984375,98.8984375,0.0,735,1,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,,specific_product_orders
stock_status_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.0018701553344726,0.0,0.0,0.0,110.546875,110.546875,0.0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,stock_status
timestamp_query_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.0019705295562744,0.0,0.0,0.0,110.5703125,110.5703125,0.0,101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,timestamp_query
trigram_match_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.0044915676116943,0.0,0.0,0.0,109.96875,109.96875,0.0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,trigram_match
user_last_order_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.0020833015441894,0.0,0.0,0.0,98.8984375,98.8984375,0.0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,,user_last_order
user_lookup_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.0023770332336425,0.0,0.0,0.0,98.8984375,98.8984375,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,user_lookup
user_orders_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.0042355060577392,0.0,0.0,0.0,98.8984375,98.8984375,0.0,48,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,,user_orders
